MB214 Q0 305848278581387265 1 10.295075 2013-2014-baseline# TResult(id:305848278581387265, rsv:10.295075416564941, screen_name:cincottapeter, epoch:1361754886, text:@gallit_z Common Core is a U.S. thing.  Common standards for math and english/language arts.  We are in the middle of the transition now., followers_count:254, statuses_count:1465, lang:null, in_reply_to_status_id:305847516530884609, in_reply_to_user_id:183925841, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299191695873036288 1371 3.963351 2013-2014-baseline# TResult(id:299191695873036288, rsv:3.963350772857666, screen_name:ThaGuyNextDoor, epoch:1360167833, text:I'm feeling ma country to d core..., followers_count:234, statuses_count:18312, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299191721022066688 1372 3.963351 2013-2014-baseline# TResult(id:299191721022066688, rsv:3.963350772857666, screen_name:CummanderZander, epoch:1360167839, text:About to have an h core jam session 🎤🎧🎼🎺🎷🎸🎶🎵, followers_count:145, statuses_count:7051, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316411104727281664 1373 3.963351 2013-2014-baseline# TResult(id:316411104727281664, rsv:3.963350772857666, screen_name:baby_shelby11, epoch:1364273260, text:My feet are frozen to the core right now, followers_count:358, statuses_count:8018, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311569422496190464 1374 3.963351 2013-2014-baseline# TResult(id:311569422496190464, rsv:3.963350772857666, screen_name:emmajay16, epoch:1363118913, text:I liked track today only because I love core workouts, followers_count:394, statuses_count:22594, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301642599645720576 1375 3.963351 2013-2014-baseline# TResult(id:301642599645720576, rsv:3.963350772857666, screen_name:Real_Nikihd, epoch:1360752174, text:Plan 4 an hackintosh 6 cores :S, followers_count:187, statuses_count:4522, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301635507060867072 1376 3.963351 2013-2014-baseline# TResult(id:301635507060867072, rsv:3.963350772857666, screen_name:QuanahSanteelah, epoch:1360750483, text:Up and at em! Its core dayy! #BringOnThePain, followers_count:199, statuses_count:2345, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297683600290238464 1377 3.963351 2013-2014-baseline# TResult(id:297683600290238464, rsv:3.963350772857666, screen_name:MrsWeirdWorld, epoch:1359808275, text:@MrYouneek loooool isit all about ur core then, followers_count:301, statuses_count:27405, lang:en, in_reply_to_status_id:297682248382160896, in_reply_to_user_id:1003965960, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306617451024642048 1378 3.963351 2013-2014-baseline# TResult(id:306617451024642048, rsv:3.963350772857666, screen_name:devjborah, epoch:1361938271, text:Pantaloon's core retail business shows improvement http://t.co/0Ew11Irtqf #Indian Retail News, followers_count:1023, statuses_count:2696, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315300046184796161 1379 3.963351 2013-2014-baseline# TResult(id:315300046184796161, rsv:3.963350772857666, screen_name:gyutokki, epoch:1364008363, text:i am so ready for music core tonight holy poop, followers_count:191, statuses_count:23165, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309410475802755072 1380 3.963351 2013-2014-baseline# TResult(id:309410475802755072, rsv:3.963350772857666, screen_name:monica__anna, epoch:1362604180, text:Like a bullet your love hit me to the core, followers_count:223, statuses_count:3535, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302957279051907072 1381 3.963351 2013-2014-baseline# TResult(id:302957279051907072, rsv:3.963350772857666, screen_name:jennawatsonn, epoch:1361065618, text:just embarrassing ourselves hard core at Denny's. #whatofit @kianashaee, followers_count:218, statuses_count:1063, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305642900316897282 1382 3.963351 2013-2014-baseline# TResult(id:305642900316897282, rsv:3.963350772857666, screen_name:Pinkyjohn1, epoch:1361705920, text:Right now I hate him to the core, followers_count:51, statuses_count:36, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301717065331511296 1383 3.963351 2013-2014-baseline# TResult(id:301717065331511296, rsv:3.963350772857666, screen_name:_LalaChi, epoch:1360769928, text:Like a bullet ya love hit me to the core, followers_count:240, statuses_count:14063, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301718969541349376 1384 3.963351 2013-2014-baseline# TResult(id:301718969541349376, rsv:3.963350772857666, screen_name:jenn_718, epoch:1360770382, text:Mr smith made me work out hard core today, followers_count:130, statuses_count:12868, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302448296079814656 1385 3.963351 2013-2014-baseline# TResult(id:302448296079814656, rsv:3.963350772857666, screen_name:Soc_Finance, epoch:1360944267, text:Oligarchy at the core of Spain’s scandals: http://t.co/NFfEPsgX #FT, followers_count:14, statuses_count:197, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302449835393572865 1386 3.963351 2013-2014-baseline# TResult(id:302449835393572865, rsv:3.963350772857666, screen_name:JenniNaiaretti, epoch:1360944634, text:Galaxy S4 with 8 cores. Oomph!, followers_count:120, statuses_count:7645, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307339655676825600 1387 3.963351 2013-2014-baseline# TResult(id:307339655676825600, rsv:3.963350772857666, screen_name:davidknowles02, epoch:1362110458, text:5 Best Abs Exercises to Work Your Core http://t.co/KeXjZwlUgV, followers_count:76, statuses_count:36, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306944904553193472 1388 3.963351 2013-2014-baseline# TResult(id:306944904553193472, rsv:3.963350772857666, screen_name:PVBrett, epoch:1362016342, text:@LeighLyle @WaterstonesMK That would be hard core., followers_count:94, statuses_count:16298, lang:null, in_reply_to_status_id:306889017344024579, in_reply_to_user_id:1093156244, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312061523415678976 1389 3.963351 2013-2014-baseline# TResult(id:312061523415678976, rsv:3.963350772857666, screen_name:LifeOn_Cruz, epoch:1363236239, text:Freaking core workouts man 😣 but they feel amazing after, followers_count:455, statuses_count:19350, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303892776616087552 1390 3.963351 2013-2014-baseline# TResult(id:303892776616087552, rsv:3.963350772857666, screen_name:BrianAPlumridge, epoch:1361288658, text:Broken spade. Hard core #gardening at the #allotment http://t.co/ulIpCrlg, followers_count:1145, statuses_count:2471, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303896006242750464 1391 3.963351 2013-2014-baseline# TResult(id:303896006242750464, rsv:3.963350772857666, screen_name:haley_cornett, epoch:1361289428, text:I feel pretty hard core right now. http://t.co/SqrBCzxU, followers_count:269, statuses_count:4010, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305819384037928961 1392 3.963351 2013-2014-baseline# TResult(id:305819384037928961, rsv:3.963350772857666, screen_name:SammiThePanda, epoch:1361747997, text:@paceways girl I'm nerd to the core (:, followers_count:261, statuses_count:5925, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314707617530388480 1393 3.963351 2013-2014-baseline# TResult(id:314707617530388480, rsv:3.963350772857666, screen_name:KidAgency60396, epoch:1363867117, text:An individual's self-concept is the core of his personality, followers_count:0, statuses_count:155, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306244778738204672 1394 3.963351 2013-2014-baseline# TResult(id:306244778738204672, rsv:3.963350772857666, screen_name:DanielleCLee, epoch:1361849419, text:500 core exercises done. Ahhhh the burn, followers_count:189, statuses_count:9914, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299596299404189696 1395 3.963351 2013-2014-baseline# TResult(id:299596299404189696, rsv:3.963350772857666, screen_name:ErinBarcy, epoch:1360264298, text:Looking at past core projects and almost fainted. #cantdothis, followers_count:224, statuses_count:2070, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299597402501963776 1396 3.963351 2013-2014-baseline# TResult(id:299597402501963776, rsv:3.963350772857666, screen_name:ApplebyNathan, epoch:1360264561, text:90 minutes of strength and core work done, followers_count:121, statuses_count:148, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300576931840155649 1397 3.963351 2013-2014-baseline# TResult(id:300576931840155649, rsv:3.963350772857666, screen_name:nigelignatius, epoch:1360498099, text:It burns, right to the core., followers_count:330, statuses_count:14082, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306971731308974080 1398 3.963351 2013-2014-baseline# TResult(id:306971731308974080, rsv:3.963350772857666, screen_name:InformativeArti, epoch:1362022738, text:Top 5 Core Performance Tips for AIX Administrators http://t.co/1OZZiwyxLf, followers_count:1, statuses_count:36196, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306970330424033281 1399 3.963351 2013-2014-baseline# TResult(id:306970330424033281, rsv:3.963350772857666, screen_name:hanz_kay, epoch:1362022404, text:@majicjumper you're gonna hard core freak out at the adorableness😌, followers_count:351, statuses_count:8037, lang:null, in_reply_to_status_id:306969747235430400, in_reply_to_user_id:24099625, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314416876761542656 1400 3.963351 2013-2014-baseline# TResult(id:314416876761542656, rsv:3.963350772857666, screen_name:HouseOfWoo, epoch:1363797799, text:Oh, or drop into the core and die., followers_count:186, statuses_count:12552, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308789806891163648 1401 3.963351 2013-2014-baseline# TResult(id:308789806891163648, rsv:3.963350772857666, screen_name:nutMEG225, epoch:1362456201, text:Next two weeks=hard core workouts. #springiscoming, followers_count:354, statuses_count:561, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308790746432036866 1402 3.963351 2013-2014-baseline# TResult(id:308790746432036866, rsv:3.963350772857666, screen_name:KidAgency33866, epoch:1362456425, text:An individual's self-concept is the core of his personality, followers_count:0, statuses_count:9, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316100344583176192 1403 3.963351 2013-2014-baseline# TResult(id:316100344583176192, rsv:3.963350772857666, screen_name:jrizzlee, epoch:1364199169, text:@Ollieejones @_RyanSmiiith o flippy hows the core cutting, followers_count:155, statuses_count:1590, lang:null, in_reply_to_status_id:316096015033831425, in_reply_to_user_id:1199894810, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308796014461063168 1404 3.963351 2013-2014-baseline# TResult(id:308796014461063168, rsv:3.963350772857666, screen_name:Vondie23, epoch:1362457681, text:Always something going on at Core smh #onlyintheburg, followers_count:529, statuses_count:12144, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303967011623555072 1405 3.963351 2013-2014-baseline# TResult(id:303967011623555072, rsv:3.963350772857666, screen_name:t2pretty, epoch:1361306357, text:Like a bullet ur love hit me to the core, followers_count:61, statuses_count:268, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308797792875323392 1406 3.963351 2013-2014-baseline# TResult(id:308797792875323392, rsv:3.963350772857666, screen_name:Adroskii_, epoch:1362458105, text:This black carbon xymox reserve core pad looks sick!, followers_count:915, statuses_count:1645, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308608218693779456 1407 3.963351 2013-2014-baseline# TResult(id:308608218693779456, rsv:3.963350772857666, screen_name:mel_mckenney, epoch:1362412907, text:Hmmm in need of a hard core work out #letsdoit, followers_count:296, statuses_count:1344, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313683003593355264 1408 3.963351 2013-2014-baseline# TResult(id:313683003593355264, rsv:3.963350772857666, screen_name:vuln_post, epoch:1363622830, text:Microsoft cuts to core on BizTalk Server price hike http://t.co/PC6USF0pHO, followers_count:0, statuses_count:10686, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313688200340189185 1409 3.963351 2013-2014-baseline# TResult(id:313688200340189185, rsv:3.963350772857666, screen_name:SouthBromsPE, epoch:1363624069, text:Recovery time for Year 11 Core PE students #southpride http://t.co/om1RN0DeLw, followers_count:12, statuses_count:473, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306305881363070976 1410 3.963351 2013-2014-baseline# TResult(id:306305881363070976, rsv:3.963350772857666, screen_name:Tech_Journo, epoch:1361863987, text:#Sony launches 10.1 inch #quad-core #XperiaZ at #MWC, followers_count:1265, statuses_count:2881, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313696114996027392 1411 3.963351 2013-2014-baseline# TResult(id:313696114996027392, rsv:3.963350772857666, screen_name:wordpressgoat, epoch:1363625956, text:How to Delete Old WordPress Core Files http://t.co/OYNhZxS13e #wordpress #wp, followers_count:1, statuses_count:44874, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309333304824438784 1412 3.963351 2013-2014-baseline# TResult(id:309333304824438784, rsv:3.963350772857666, screen_name:The_Man_Jansen, epoch:1362585781, text:@martin_manifest @coreslite Good. Now it's just me and Core, followers_count:189, statuses_count:1838, lang:null, in_reply_to_status_id:309332930143084546, in_reply_to_user_id:726588684, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309340087009816577 1413 3.963351 2013-2014-baseline# TResult(id:309340087009816577, rsv:3.963350772857666, screen_name:DanielFinn7, epoch:1362587398, text:i hate all core subjects they can all fuck off, followers_count:100, statuses_count:167, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297426640466755584 1414 3.963351 2013-2014-baseline# TResult(id:297426640466755584, rsv:3.963350772857666, screen_name:LouannJRunnels, epoch:1359747011, text:Best blogging templates January 2013 - Core Blogging http://t.co/uiyVGZkp, followers_count:1, statuses_count:4592, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
