MB147 Q0 318021105094897665 1 8.510438 2013-2013-baseline# TResult(id:318021105094897665, rsv:8.510437965393066, screen_name:ItsZakGodard, epoch:1364657114, text:The Victoria Secret commercials make commercials worth watching., followers_count:623, statuses_count:8101, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315878319067373568 802 5.265027 2013-2013-baseline# TResult(id:315878319067373568, rsv:5.265026569366455, screen_name:soINFINITEE, epoch:1364146234, text:Matching Victoria secret panty and bra #mygawdddddd 😍, followers_count:466, statuses_count:29657, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298629445214953472 803 5.265027 2013-2013-baseline# TResult(id:298629445214953472, rsv:5.265026569366455, screen_name:maggie_annn, epoch:1360033782, text:Jenelle has every Victoria's Secret jacket ever made, followers_count:130, statuses_count:19763, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299680466469015554 804 5.265027 2013-2013-baseline# TResult(id:299680466469015554, rsv:5.265026569366455, screen_name:Lizzie_Dekraai, epoch:1360284365, text:I have an obsession with Victoria's Secret., followers_count:81, statuses_count:1988, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312927894672396290 805 5.265027 2013-2013-baseline# TResult(id:312927894672396290, rsv:5.265026569366455, screen_name:hannahdarceya, epoch:1363442798, text:wish victoria secrets delivered to the uk:(, followers_count:97, statuses_count:3674, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312926690894573568 806 5.265027 2013-2013-baseline# TResult(id:312926690894573568, rsv:5.265026569366455, screen_name:alysssakendraa, epoch:1363442511, text:Victoria's secret has so many cute bathing suits, followers_count:207, statuses_count:5881, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312933556957622272 807 5.265027 2013-2013-baseline# TResult(id:312933556957622272, rsv:5.265026569366455, screen_name:andrewsbaker1d, epoch:1363444148, text:Already ordering bikinis off of Victoria's Secret... #obsessed, followers_count:45, statuses_count:133, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306544403021955072 808 5.265027 2013-2013-baseline# TResult(id:306544403021955072, rsv:5.265026569366455, screen_name:BurkkigGenevie, epoch:1361920855, text:Victoria's Secret Fashion Show was amazing and inspiring... ♡, followers_count:35, statuses_count:9, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311508248563965954 809 5.265027 2013-2013-baseline# TResult(id:311508248563965954, rsv:5.265026569366455, screen_name:LetsStartSavinN, epoch:1363104328, text:Free Victoria Secret Goodies &amp; Coupons... http://t.co/OiFVvzOm6f, followers_count:1546, statuses_count:28144, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311509854999162882 810 5.265027 2013-2013-baseline# TResult(id:311509854999162882, rsv:5.265026569366455, screen_name:jentaseski, epoch:1363104711, text:Authentic Victoria's Secret handbag nwt http://t.co/ktcIeX67hJ #Etsy #PURSES, followers_count:1115, statuses_count:1455, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315280576242409472 811 5.265027 2013-2013-baseline# TResult(id:315280576242409472, rsv:5.265026569366455, screen_name:His_AquafinaFlo, epoch:1364003721, text:He Like How This Victoria Secret Sitting That Ass, followers_count:293, statuses_count:54996, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315277837353500672 812 5.265027 2013-2013-baseline# TResult(id:315277837353500672, rsv:5.265026569366455, screen_name:_T3DDYGOTIT_, epoch:1364003068, text:Girl change into that victoria secrete thing that I like, followers_count:505, statuses_count:4305, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312323373801824256 813 5.265027 2013-2013-baseline# TResult(id:312323373801824256, rsv:5.265026569366455, screen_name:0meraki, epoch:1363298669, text:Stana Katic as Victoria secret model. Imagine that., followers_count:841, statuses_count:54615, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302282390401855488 814 5.265027 2013-2013-baseline# TResult(id:302282390401855488, rsv:5.265026569366455, screen_name:jiordyn, epoch:1360904712, text:Valentines day shopping 💕 @ Victoria's Secret http://t.co/PgXoZMkK, followers_count:675, statuses_count:9503, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300794217775648768 815 5.265027 2013-2013-baseline# TResult(id:300794217775648768, rsv:5.265026569366455, screen_name:AYOshortstuff, epoch:1360549904, text:Victoria Secret does NOT need to make chocolates😶🙊😷, followers_count:988, statuses_count:61983, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298450340028760064 816 5.265027 2013-2013-baseline# TResult(id:298450340028760064, rsv:5.265026569366455, screen_name:UberlyCoolio, epoch:1359991080, text:I be smellin like a walking Victoria Secret lol, followers_count:721, statuses_count:30965, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305757190898208768 817 5.265027 2013-2013-baseline# TResult(id:305757190898208768, rsv:5.265026569366455, screen_name:Warren_Peace_96, epoch:1361733169, text:Victoria's Secret's website is REALLY pissing me off, followers_count:203, statuses_count:1104, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308029480277012480 818 5.265027 2013-2013-baseline# TResult(id:308029480277012480, rsv:5.265026569366455, screen_name:kaelaaaxoxo, epoch:1362274925, text:Victoria's Secret ran out of bags.... http://t.co/lBwP8Ca3wF, followers_count:670, statuses_count:4480, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305768662307045376 819 5.265027 2013-2013-baseline# TResult(id:305768662307045376, rsv:5.265026569366455, screen_name:pornPalmdale, epoch:1361735904, text:Miranda Kerr Victorias Secret Bikini Photoshoot Candids #Glamour http://t.co/WpoFZ1gIQS, followers_count:39, statuses_count:8000, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305369515569606656 820 5.265027 2013-2013-baseline# TResult(id:305369515569606656, rsv:5.265026569366455, screen_name:Kelsey_Alvelo, epoch:1361640740, text:I need to go to Victoria Secret !!, followers_count:168, statuses_count:10093, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305368081130192897 821 5.265027 2013-2013-baseline# TResult(id:305368081130192897, rsv:5.265026569366455, screen_name:cynthialuvejb, epoch:1361640398, text:Why are Victoria's secret models so perff? 😅, followers_count:98, statuses_count:438, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302124323865518082 822 5.265027 2013-2013-baseline# TResult(id:302124323865518082, rsv:5.265026569366455, screen_name:priceperheadcr, epoch:1360867026, text:Miranda Kerr- Victoria’s Secret Photoshoot Pictures 2013 http://t.co/d6oTDXyy, followers_count:3795, statuses_count:7535, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310133427049492481 823 5.265027 2013-2013-baseline# TResult(id:310133427049492481, rsv:5.265026569366455, screen_name:woahbabyyy16, epoch:1362776545, text:Nothin like victorias secret and new shoes!, followers_count:437, statuses_count:13461, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316809198702833664 824 5.265027 2013-2013-baseline# TResult(id:316809198702833664, rsv:5.265026569366455, screen_name:Rell_Rell_, epoch:1364368173, text:I like how them Victoria Secrets sit'n that ass👙, followers_count:323, statuses_count:7731, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302823011025817602 825 5.265027 2013-2013-baseline# TResult(id:302823011025817602, rsv:5.265026569366455, screen_name:LastKinqqq, epoch:1361033606, text:Girl change into that victoria secret thing that i like, followers_count:355, statuses_count:15382, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312022466035871744 826 5.265027 2013-2013-baseline# TResult(id:312022466035871744, rsv:5.265026569366455, screen_name:spider_man_babe, epoch:1363226927, text:Victoria's got secrets, so do I! #DuckDynasty, followers_count:170, statuses_count:9088, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312022520582782976 827 5.265027 2013-2013-baseline# TResult(id:312022520582782976, rsv:5.265026569366455, screen_name:CBey92, epoch:1363226940, text:No I'm talkin about Victoria she got secrets haha #si, followers_count:279, statuses_count:2452, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312022789005639681 828 5.265027 2013-2013-baseline# TResult(id:312022789005639681, rsv:5.265026569366455, screen_name:halesbug5, epoch:1363227004, text:Hey Victoria's got secrets why can't I jack?, followers_count:168, statuses_count:5038, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298266197525426176 829 5.265027 2013-2013-baseline# TResult(id:298266197525426176, rsv:5.265026569366455, screen_name:YelizaMyM, epoch:1359947177, text:Impecable el #VSfashionshow Victoria's secret... Va sola!, followers_count:106, statuses_count:1389, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312757379425005569 830 5.265027 2013-2013-baseline# TResult(id:312757379425005569, rsv:5.265026569366455, screen_name:JaeSchuuster, epoch:1363402144, text:@brynnevincentt you should probably be a Victoria Secret model👌👌👌, followers_count:55, statuses_count:543, lang:null, in_reply_to_status_id:312757162717880322, in_reply_to_user_id:1260653390, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312748177109426178 831 5.265027 2013-2013-baseline# TResult(id:312748177109426178, rsv:5.265026569366455, screen_name:MaiaMoore789, epoch:1363399950, text:I need to go to Victoria secret ASAP, followers_count:205, statuses_count:1525, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314908482740572162 832 5.265027 2013-2013-baseline# TResult(id:314908482740572162, rsv:5.265026569366455, screen_name:SiennaMeshell, epoch:1363915007, text:$100 online shopping to Victoria's Secret 😍👌🙌, followers_count:220, statuses_count:6385, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308679052108103681 833 5.265027 2013-2013-baseline# TResult(id:308679052108103681, rsv:5.265026569366455, screen_name:FuCkFeELiNs_2x, epoch:1362429795, text:Glad this Victoria secret shit in the car!, followers_count:380, statuses_count:19217, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308677089190637568 834 5.265027 2013-2013-baseline# TResult(id:308677089190637568, rsv:5.265026569366455, screen_name:genna_love, epoch:1362429327, text:GOT THE JOB AT VICTORIA'S SECRET! 💋👏💁, followers_count:538, statuses_count:6463, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311610182742462465 835 5.265027 2013-2013-baseline# TResult(id:311610182742462465, rsv:5.265026569366455, screen_name:101pooie, epoch:1363128631, text:@ahoysophi3 Omfg America sucks it's like Victorias secret, followers_count:1336, statuses_count:35858, lang:null, in_reply_to_status_id:311609650938249216, in_reply_to_user_id:27260219, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299731028837277696 836 5.265027 2013-2013-baseline# TResult(id:299731028837277696, rsv:5.265026569366455, screen_name:Morder__ESTA, epoch:1360296420, text:I neeeed to go to Victoria secret., followers_count:246, statuses_count:16225, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306187794928242688 837 5.265027 2013-2013-baseline# TResult(id:306187794928242688, rsv:5.265026569366455, screen_name:carlson_mr, epoch:1361835833, text:Check out Perfect pout from Hottest Victoria's Secret GIFS http://t.co/Ac6uhNwZ58, followers_count:1029, statuses_count:666, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317177508950851587 838 5.265027 2013-2013-baseline# TResult(id:317177508950851587, rsv:5.265026569366455, screen_name:tays_bitch, epoch:1364455985, text:" victoria has secrets, why cant i, followers_count:304, statuses_count:16955, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308673914102489088 839 5.265027 2013-2013-baseline# TResult(id:308673914102489088, rsv:5.265026569366455, screen_name:JBHall123, epoch:1362428570, text:My physical therapist looks like a Victoria secret model #score, followers_count:248, statuses_count:329, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317673221145128960 840 5.265027 2013-2013-baseline# TResult(id:317673221145128960, rsv:5.265026569366455, screen_name:MsJenniMata, epoch:1364574172, text:I really want a Victoria's Secret credit card., followers_count:86, statuses_count:3204, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317671459520663552 841 5.265027 2013-2013-baseline# TResult(id:317671459520663552, rsv:5.265026569366455, screen_name:ValidFaceCard_, epoch:1364573752, text:lol dont do me"@PeroLikeNadi_: Victoria secrete 😂😂😂😂", followers_count:646, statuses_count:23853, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312006578020696064 842 5.265027 2013-2013-baseline# TResult(id:312006578020696064, rsv:5.265026569366455, screen_name:mccray_taylor, epoch:1363223139, text:@MaughanKaitlyn Victorias Secret!! And sometimes target!, followers_count:302, statuses_count:7765, lang:null, in_reply_to_status_id:312006469778292736, in_reply_to_user_id:1256096066, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312009736344178688 843 5.265027 2013-2013-baseline# TResult(id:312009736344178688, rsv:5.265026569366455, screen_name:CottonCandy1169, epoch:1363223892, text:When I see men in victoria secret . #Awkward, followers_count:812, statuses_count:5001, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307067822830399488 844 5.265027 2013-2013-baseline# TResult(id:307067822830399488, rsv:5.265026569366455, screen_name:AnouchkaPLL, epoch:1362045648, text:Its ridiculous how overpriced Victoria's Secret bras are., followers_count:199, statuses_count:715, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
