MB128 Q0 304306200781156352 1 5.987014 2013-2013-baseline# TResult(id:304306200781156352, rsv:5.987013816833496, screen_name:amaadius, epoch:1361387226, text:amadius**** Shop online safely and securely on Phoenix Online Clothing:   Phoenixo Online Clothing is an onlin... http://t.co/K7MiKNSQ, followers_count:72, statuses_count:3851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303282778043187201 571 3.378998 2013-2013-baseline# TResult(id:303282778043187201, rsv:3.378998279571533, screen_name:OllieKinns, epoch:1361143223, text:Clothes clothes clothes ! , followers_count:245, statuses_count:15999, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305441959613460480 572 3.378998 2013-2013-baseline# TResult(id:305441959613460480, rsv:3.378998279571533, screen_name:JustShaz__, epoch:1361658012, text:All they know is clothes clothes clothes, followers_count:1186, statuses_count:16783, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309986873844039680 573 3.378998 2013-2013-baseline# TResult(id:309986873844039680, rsv:3.378998279571533, screen_name:0hfrankie, epoch:1362741604, text:new clothes new clothes new clothes #topshop, followers_count:300, statuses_count:9564, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316372890444513281 574 3.377751 2013-2013-baseline# TResult(id:316372890444513281, rsv:3.377751111984253, screen_name:JDhaliwaal, epoch:1364264149, text:#IfIWonAMillionDollars clothes, clothes &amp; more clothes, followers_count:198, statuses_count:18200, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306477503877373952 575 3.377751 2013-2013-baseline# TResult(id:306477503877373952, rsv:3.377751111984253, screen_name:DontBe_aDingBaz, epoch:1361904905, text:clothes clothes clothes i just cant say no, followers_count:314, statuses_count:23676, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307628697727414272 576 3.377751 2013-2013-baseline# TResult(id:307628697727414272, rsv:3.377751111984253, screen_name:ughalnamestaken, epoch:1362179371, text:clothes clothes clothes &lt;33333 :*, followers_count:73, statuses_count:2449, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310982811358220288 577 3.377751 2013-2013-baseline# TResult(id:310982811358220288, rsv:3.377751111984253, screen_name:robinwilliamso3, epoch:1362979054, text:Clothes, clothes and more clothes! http://t.co/DfGAVnGM1W, followers_count:43, statuses_count:395, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313753816036151296 578 3.377751 2013-2013-baseline# TResult(id:313753816036151296, rsv:3.377751111984253, screen_name:3merson_, epoch:1363639713, text:@v_jeka I'm wearing clothes on clothes on clothes, followers_count:349, statuses_count:4997, lang:null, in_reply_to_status_id:313753390163312640, in_reply_to_user_id:1046291294, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312055106147323904 579 3.375459 2013-2013-baseline# TResult(id:312055106147323904, rsv:3.3754591941833496, screen_name:snyd_eric13, epoch:1363234709, text:Shopping List: clothes, clothes, more clothes and Crystal Light Liquid., followers_count:96, statuses_count:910, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312042892296347648 580 3.375459 2013-2013-baseline# TResult(id:312042892296347648, rsv:3.3754591941833496, screen_name:ritzbabyy, epoch:1363231797, text:“@crysstalmarie_: Summer clothes &gt; Winter clothes” no clothes &gt;, followers_count:40, statuses_count:2345, lang:null, in_reply_to_status_id:312036977061003264, in_reply_to_user_id:436287721, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311195303170686976 581 3.375459 2013-2013-baseline# TResult(id:311195303170686976, rsv:3.3754591941833496, screen_name:narrysmycraic, epoch:1363029716, text:@Ashton5SOS clothes or no clothes onstage? Lol ((no clothes)), followers_count:1999, statuses_count:5505, lang:null, in_reply_to_status_id:311194585948897281, in_reply_to_user_id:439125710, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305372325761646594 582 3.375459 2013-2013-baseline# TResult(id:305372325761646594, rsv:3.3754591941833496, screen_name:GabrielBuck, epoch:1361641410, text:“@TweetLikeAGirI: summer clothes &gt; winter clothes” no clothes &gt; all, followers_count:317, statuses_count:12599, lang:null, in_reply_to_status_id:305372091564318720, in_reply_to_user_id:891826837, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306524186485088256 583 3.375459 2013-2013-baseline# TResult(id:306524186485088256, rsv:3.3754591941833496, screen_name:HobosInLove26, epoch:1361916035, text:It's not HIS clothes or HER clothes anymore it's THEIR clothes :'3, followers_count:435, statuses_count:16573, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306801799099207680 584 3.375459 2013-2013-baseline# TResult(id:306801799099207680, rsv:3.3754591941833496, screen_name:Niiccoollev, epoch:1361982223, text:Normal clothes day for me; 1.fancy clothes in school 2. Gym clothes 3. Pyjamas, followers_count:183, statuses_count:4748, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307622209139118080 585 3.375459 2013-2013-baseline# TResult(id:307622209139118080, rsv:3.3754591941833496, screen_name:xFlovv, epoch:1362177824, text:@fucksteenie lol clothes clothes and more clothes. You're a girl, followers_count:390, statuses_count:23853, lang:null, in_reply_to_status_id:307622080038461441, in_reply_to_user_id:623455698, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304231886111252480 586 3.375459 2013-2013-baseline# TResult(id:304231886111252480, rsv:3.3754591941833496, screen_name:donghaessi, epoch:1361369508, text:@bigasskyu fold clothes, fold clothes, fold more clothes, serve customers lor. LOL, followers_count:380, statuses_count:166878, lang:null, in_reply_to_status_id:304231669957791747, in_reply_to_user_id:42419379, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315191510205362176 587 3.375459 2013-2013-baseline# TResult(id:315191510205362176, rsv:3.3754591941833496, screen_name:ashleyjones_08, epoch:1363982486, text:Washing clothes &gt; folding clothes &gt; putting up clothes #theyallthreesuck, followers_count:251, statuses_count:2477, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303514383324180480 588 3.375459 2013-2013-baseline# TResult(id:303514383324180480, rsv:3.3754591941833496, screen_name:polkadottedkiss, epoch:1361198442, text:Designer Desirables Designer Clothing | Woman's Designer Clothing | Ladies Designer Clothes http://t.co/7tBVijvz, followers_count:984, statuses_count:1827, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309830396961501184 589 3.375459 2013-2013-baseline# TResult(id:309830396961501184, rsv:3.3754591941833496, screen_name:erin_lea94, epoch:1362704297, text:New clothes new clothes new clothes...ahh love it😁😁😁, followers_count:105, statuses_count:226, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303456627758071808 590 3.375459 2013-2013-baseline# TResult(id:303456627758071808, rsv:3.3754591941833496, screen_name:stephyarnold9, epoch:1361184672, text:Designer Desirables Designer Clothing | Woman's Designer Clothing | Ladies Designer Clothes http://t.co/bU5cl9M3, followers_count:1915, statuses_count:7828, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316989805462425601 591 3.375459 2013-2013-baseline# TResult(id:316989805462425601, rsv:3.3754591941833496, screen_name:Averymckenna, epoch:1364411233, text:clothes clothes makeup and clothes. i have an addiction &lt;3 &lt;3, followers_count:392, statuses_count:2999, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306647159296643072 592 3.375459 2013-2013-baseline# TResult(id:306647159296643072, rsv:3.3754591941833496, screen_name:tiaareeni, epoch:1361945354, text:same RT @SarangLam: clothessssscloThes clothes?? clothes! cLothe$ i want, followers_count:369, statuses_count:118472, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307186613916663808 593 3.375459 2013-2013-baseline# TResult(id:307186613916663808, rsv:3.3754591941833496, screen_name:Mike_Horvat, epoch:1362073970, text:@dior_notwar sleep clothes, gym clothes, work clothes, etc., followers_count:365, statuses_count:51366, lang:null, in_reply_to_status_id:307186437219053568, in_reply_to_user_id:233657963, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298526038823153664 594 3.373514 2013-2013-baseline# TResult(id:298526038823153664, rsv:3.373514413833618, screen_name:wildattract, epoch:1360009128, text:Dog Clothes, Pet Clothes, Dog Tank Top I Do Tricks for Treats 4XL | Dogs Clothes http://t.co/eS5x7Q0C, followers_count:6, statuses_count:168915, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307871241753202688 595 3.373514 2013-2013-baseline# TResult(id:307871241753202688, rsv:3.373514413833618, screen_name:dan_yell_uh_ess, epoch:1362237198, text:Going to the mall mall mall to buy clothes clothes clothes for the MUSICAL! #godspell2013 #violet 💜, followers_count:209, statuses_count:1030, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309495238530060288 596 3.373514 2013-2013-baseline# TResult(id:309495238530060288, rsv:3.373514413833618, screen_name:LUVINMI4BRATS, epoch:1362624389, text:I go to school in my work clothes, PJ's, street clothes. church clothes and etc #online, followers_count:418, statuses_count:20235, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313810602697035776 597 3.373514 2013-2013-baseline# TResult(id:313810602697035776, rsv:3.373514413833618, screen_name:daniellejwelch, epoch:1363653252, text:Can't wait to get all of my stuff out of layaway this weekend😍 clothes on clothes on clothes, followers_count:117, statuses_count:8581, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306415591785377792 598 3.373514 2013-2013-baseline# TResult(id:306415591785377792, rsv:3.373514413833618, screen_name:jessicanatalie6, epoch:1361890144, text:#BestSeller #7: SODIAL- Clean cloth dishcloth rag cleaning cloth cloth 10 pcs random color http://t.co/vIKbGMJcAF, followers_count:203, statuses_count:7748, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311252995818016769 599 3.373514 2013-2013-baseline# TResult(id:311252995818016769, rsv:3.373514413833618, screen_name:SORAYAWORLD, epoch:1363043471, text:Ibuy clothes for mhe personally too fit cuz personally icant fit mfx clothes so ion lyke sharing mha clothes obd, followers_count:402, statuses_count:7206, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313508386329223168 600 3.373514 2013-2013-baseline# TResult(id:313508386329223168, rsv:3.373514413833618, screen_name:robertoleoni_id, epoch:1363581198, text:Plus Size Clothing Generation - Plus Size Clothing Generation Post by Allyssa Find Much more Plus Size Clothes Articles, followers_count:65, statuses_count:3180, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310815316001292288 601 3.373514 2013-2013-baseline# TResult(id:310815316001292288, rsv:3.373514413833618, screen_name:cope_angel101, epoch:1362939120, text:@RUSS_MOVIEGOD sweet ..gets my work cloths on,,, wait wrap clothes are those party clothes?, followers_count:254, statuses_count:5119, lang:null, in_reply_to_status_id:310814711430144000, in_reply_to_user_id:396381360, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303555441328267265 602 3.373514 2013-2013-baseline# TResult(id:303555441328267265, rsv:3.373514413833618, screen_name:JennaOrdway, epoch:1361208231, text:I remember when a girl tweeted "going cloths shopping" Um face palm 😑 It's clothes not cloths, followers_count:105, statuses_count:1797, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312509852561858560 603 3.373514 2013-2013-baseline# TResult(id:312509852561858560, rsv:3.373514413833618, screen_name:Aurorawear, epoch:1363343129, text:FREE SHIPPING-Longsleeve Backless Shirt-Womens clothes-Yoga Top-Yoga Clothes-Dance Shirt-Dance Clothe… http://t.co/JBGwkbkkqd #Etsy #Aurora, followers_count:187, statuses_count:181, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306482738377138176 604 3.373514 2013-2013-baseline# TResult(id:306482738377138176, rsv:3.373514413833618, screen_name:hurtiNbitcheZ, epoch:1361906153, text:clothes clothes clothes &lt;3 makeup makeup makeup&lt;3doing out hair &lt;3 BONGTOKES MUAH XXOXO #ThingsGirlsLike, followers_count:588, statuses_count:5141, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302829893853519872 605 3.373514 2013-2013-baseline# TResult(id:302829893853519872, rsv:3.373514413833618, screen_name:KWNHQ, epoch:1361035247, text:300+ Clothes Upcycling Projects: Recycle Your Old Clothing Into New Great Clothing &amp; Accessories... http://t.co/VyxDk33H, followers_count:164, statuses_count:508, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308998037315936256 606 3.370525 2013-2013-baseline# TResult(id:308998037315936256, rsv:3.370525360107422, screen_name:KatieDonovan97, epoch:1362505847, text:Look, don't think youre cool with this clothes. A person makes clothes cool. Not clothes make people cool. Sooooo.., followers_count:1298, statuses_count:190, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315309101712302080 607 3.370525 2013-2013-baseline# TResult(id:315309101712302080, rsv:3.370525360107422, screen_name:atopraj, epoch:1364010522, text:" Trousers and dresses can only clothe your body; prayers clothe your insides and books clothe your destiny." Good Morning., followers_count:18, statuses_count:1238, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316593221432143873 608 3.370525 2013-2013-baseline# TResult(id:316593221432143873, rsv:3.370525360107422, screen_name:ichillyou, epoch:1364316680, text:I completely forgot about the clothes in the dryer til I read a tweet about clothes drying. 👚🎽👙🔥👀 At least it wasn't my clothes., followers_count:216, statuses_count:57784, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
